mSupply Row ID,Item code,Item name,PQSVaccineID,VaccineType,VaccineTypeName,Manufacturer,CommercialName,PharmaceuticalForm,Presentation,DosesCount,ShelfLife,VaccinePreservative,AdministrationRoute,VaccineStorageTemperature,PrequalificationStatus,VaccineVialMonitor,MultidoseVialPolicy,VaccinePrimaryVolume,VaccineSecondaryVolume,VaccineTertiaryVolume,DiluentBundled,DiluentPrimaryVolume,DiluentSecondaryVolume,DiluentTertiaryVolume,FreezeSensitive,DiluentStorageTemperature,AlAdjuvant,Nbre doses dans calendrier,Prix du flacon ($/flacon),UNICEF PS
268,☆ RUB-V-5-S2,Rubella - vial - 5 doses - [S2],151,Rubella,Rubella,Serum Institute of India Pvt. Ltd.,"Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,5,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.027500,0.027500,0.000000,,2-8°C,,2,$1.13,0.225
266,☆ RUB-V-10-S2,Rubella - vial - 10 doses - [S2],152,Rubella,Rubella,Serum Institute of India Pvt. Ltd.,"Rubella Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,10,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.031000,0.031000,0.000000,,2-8°C,,2,$1.13,0.113
269,☆ sIPV-V-1-S3,Polio Vaccine - Inactivated Sabin (sIPV) - vial - 1 dose - [S3],,Polio Vaccine - Inactivated Sabin (sIPV),sIPV,"Beijing Institute of Biological Products Co., Ltd.","Poliomyelitis Vaccine (Vero Cell), Inactivated, Sabin Strains",Liquid: ready to use,Vial,1,24,none,Intramuscular,2-8°C,Current,7,NA,0.021180,0.021180,0.028900,0,0.000000,0.000000,0.000000,,NA,,3,,0
270,☆ sIPV-V-1-S3,Polio Vaccine - Inactivated Sabin (sIPV) - vial - 1 dose - [S3],,Polio Vaccine - Inactivated Sabin (sIPV),sIPV,Sinovac Biotech Co. Ltd,"Poliomyelitis Vaccine (Vero Cell), Inactivated, Sabin Strains",Liquid: ready to use,Vial,1,24,none,Intramuscular,2-8°C,Current,7,NA,0.012200,0.012200,0.090000,0,0.000000,0.000000,0.000000,,NA,,3,,0
271,☆ TCV-V-1-S1,Typhoid (Conjugate) - vial - 1 dose - [S1],319,Typhoid (Conjugate),TCV,Bharat Biotech International Limited,Typbar-TCV,Liquid: ready to use,Vial,1,36,2-phenoxyethanol,Intramuscular,2-8°C,Current,30,NA,0.014180,0.014180,0.143870,0,0.000000,0.000000,0.000000,,NA,,1,$4.20,4.2
272,☆ TCV-V-5-S1,Typhoid (Conjugate) - vial - 5 doses - [S1],320,Typhoid (Conjugate),TCV,Bharat Biotech International Limited,Typbar-TCV,Liquid: ready to use,Vial,5,36,2-phenoxyethanol,Intramuscular,2-8°C,Current,30,0,0.014450,0.014450,0.113800,0,0.000000,0.000000,0.000000,,NA,,1,$5.25,1.05
274,☆ Td-V-1-S2,DT (reduced antigen content) - vial - 1 dose - [S2],279,Diphtheria-Tetanus (reduced antigen content),Td,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name BE Td,Liquid: ready to use,Vial,1,36,thiomersal,Intramuscular,2-8°C,Current,30,NA,0.014680,0.014680,0.093080,0,0.000000,0.000000,0.000000,,NA,,2,$1.13,1.125
279,☆ Td-V-10-S2,DT (reduced antigen content) - vial - 10 doses - [S2],280,Diphtheria-Tetanus (reduced antigen content),Td,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name BE Td,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.029300,0.029300,0.186200,0,0.000000,0.000000,0.000000,,NA,,2,$2.05,0.205
275,☆ Td-V-10-S2,DT (reduced antigen content) - vial - 10 doses - [S2],79,Diphtheria-Tetanus (reduced antigen content),Td,National Center of Infectious and Parasitic Diseases,Tetadif,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,14,28,0.037800,0.037800,0.037800,0,0.000000,0.000000,0.000000,,NA,,2,$1.13,0.113
280,☆ Td-V-20-S2,DT (reduced antigen content) - vial - 20 doses - [S2],80,Diphtheria-Tetanus (reduced antigen content),Td,National Center of Infectious and Parasitic Diseases,Tetadif,Liquid: ready to use,Vial,20,36,thiomersal,Intramuscular,2-8°C,Current,14,28,0.037800,0.037800,0.037800,0,0.000000,0.000000,0.000000,,NA,,2,$2.05,0.103
278,☆ Td-V-10-S2,DT (reduced antigen content) - vial - 10 doses - [S2],245,Diphtheria-Tetanus (reduced antigen content),Td,PT Bio Farma (Persero),none,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.022300,0.022300,0.022300,0,0.000000,0.000000,0.000000,,NA,,2,$2.05,0.205
276,☆ Td-V-10-S2,DT (reduced antigen content) - vial - 10 doses - [S2],92,Diphtheria-Tetanus (reduced antigen content),Td,Sanofi Pasteur SA,IMOVAX dT adult,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,none,28,0.024600,0.024600,0.024600,0,0.000000,0.000000,0.000000,,NA,,2,$2.18,0.218
273,☆ Td-A-1-S2,DT (reduced antigen content) - ampoule - 1 dose - [S2],121,Diphtheria-Tetanus (reduced antigen content),Td,Serum Institute of India Pvt. Ltd.,Diphtheria and Tetanus Vaccine Adsorbed for Adults and Adolescents,Liquid: ready to use,Ampoule,1,36,thiomersal,Intramuscular,2-8°C,Current,none,NA,0.012180,0.012180,0.000340,0,0.000000,0.000000,0.000000,,NA,,2,$1.13,1.125
277,☆ Td-V-10-S2,DT (reduced antigen content) - vial - 10 doses - [S2],122,Diphtheria-Tetanus (reduced antigen content),Td,Serum Institute of India Pvt. Ltd.,Diphtheria and Tetanus Vaccine Adsorbed for Adults and Adolescents,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.021100,0.021100,0.098400,0,0.000000,0.000000,0.000000,,NA,,2,$2.18,0.218
281,☆ Td-V-20-S2,DT (reduced antigen content) - vial - 20 doses - [S2],123,Diphtheria-Tetanus (reduced antigen content),Td,Serum Institute of India Pvt. Ltd.,Diphtheria and Tetanus Vaccine Adsorbed for Adults and Adolescents,Liquid: ready to use,Vial,20,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.042400,0.042400,0.196800,0,0.000000,0.000000,0.000000,,NA,,2,$2.05,0.103
287,☆ tOPV-V-10-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 10 doses - [S4],291,Polio Vaccine - Oral (OPV) Trivalent,tOPV,Bharat Biotech International Limited,BIOPOLIO,Liquid: ready to use,Vial,10,24,none,Oral,-20°C,Current,2,28,0.017000,0.017000,0.098300,0,0.000000,0.000000,0.000000,,NA,,4,$3.05,0.305
293,☆ tOPV-V-20-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 20 doses - [S4],290,Polio Vaccine - Oral (OPV) Trivalent,tOPV,Bharat Biotech International Limited,BIOPOLIO,Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.017000,0.017000,0.098400,0,0.000000,0.000000,0.000000,,NA,,4,$0.83,0.041
283,☆ tOPV-V-10-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 10 doses - [S4],44,Polio Vaccine - Oral (OPV) Trivalent,tOPV,GlaxoSmithKline Biologicals SA,Polio sabin,Liquid: ready to use,Vial,10,18,none,Oral,-20°C,Current,2,28,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,,NA,,4,$2.05,0.205
289,☆ tOPV-V-20-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 20 doses - [S4],45,Polio Vaccine - Oral (OPV) Trivalent,tOPV,GlaxoSmithKline Biologicals SA,Polio sabin,Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,,NA,,4,$3.05,0.153
290,☆ tOPV-V-20-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 20 doses - [S4],63,Polio Vaccine - Oral (OPV) Trivalent,tOPV,Haffkine Bio Pharmaceutical Corporation Ltd,Polioviral vaccine,Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.020000,0.020000,0.020000,0,0.000000,0.000000,0.000000,,NA,,4,#N/A,#N/A
282,☆ tOPV-V-10-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 10 doses - [S4],12,Polio Vaccine - Oral (OPV) Trivalent,tOPV,PT Bio Farma (Persero),Oral polio,Liquid: ready to use,Vial,10,24,none,Oral,-20°C,Current,2,28,0.032000,0.032000,0.032000,0,0.000000,0.000000,0.000000,,NA,,4,$2.05,0.205
288,☆ tOPV-V-20-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 20 doses - [S4],13,Polio Vaccine - Oral (OPV) Trivalent,tOPV,PT Bio Farma (Persero),Oral polio,Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.004800,0.004800,0.004800,0,0.000000,0.000000,0.000000,,NA,,4,$3.05,0.153
285,☆ tOPV-V-10-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 10 doses - [S4],100,Polio Vaccine - Oral (OPV) Trivalent,tOPV,Sanofi Pasteur SA,OPVERO,Liquid: ready to use,Vial,10,24,none,Oral,-20°C,Current,2,28,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,,NA,,4,$3.05,0.305
284,☆ tOPV-V-10-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 10 doses - [S4],99,Polio Vaccine - Oral (OPV) Trivalent,tOPV,Sanofi Pasteur SA,OPVERO,Liquid: ready to use,Vial,10,24,none,Oral,-20°C,Current,2,28,0.009700,0.009700,0.009700,0,0.000000,0.000000,0.000000,,NA,,4,$3.05,0.305
291,☆ tOPV-V-20-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 20 doses - [S4],101,Polio Vaccine - Oral (OPV) Trivalent,tOPV,Sanofi Pasteur SA,OPVERO,Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.009600,0.009600,0.009600,0,0.000000,0.000000,0.000000,,NA,,4,#N/A,#N/A
286,☆ tOPV-V-10-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 10 doses - [S4],282,Polio Vaccine - Oral (OPV) Trivalent,tOPV,Serum Institute of India Pvt. Ltd.,"Poliomyelitis Vaccine (Oral), Trivalent types 1, 2 and 3",Liquid: ready to use,Vial,10,24,none,Oral,-20°C,Current,2,28,0.017600,0.017600,0.115200,0,0.000000,0.000000,0.000000,,NA,,4,$3.05,0.305
292,☆ tOPV-V-20-S4,Polio Vaccine - Oral (OPV) Trivalent - vial - 20 doses - [S4],261,Polio Vaccine - Oral (OPV) Trivalent,tOPV,Serum Institute of India Pvt. Ltd.,"Poliomyelitis Vaccine (Oral), Trivalent types 1, 2 and 3",Liquid: ready to use,Vial,20,24,none,Oral,-20°C,Current,2,28,0.017600,0.017600,0.115200,0,0.000000,0.000000,0.000000,,NA,,4,#N/A,#N/A
294,☆ TPV-V-20-S?,Typhoid (Polysaccharide) - vial - 20 doses - [S?],237,Typhoid (Polysaccharide),TPV,Sanofi Pasteur SA,Typhym-Vi,Liquid: ready to use,Vial,20,36,phenol,Intramuscular,2-8°C,Current,30,0,0.031400,0.031400,0.343200,0,0.000000,0.000000,0.000000,,NA,,?,$4.20,0.21
297,☆ TT-V-1-S2,Tetanus Toxoid - vial - 1 dose - [S2],259,Tetanus Toxoid,TT,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name BEtt.,Liquid: ready to use,Vial,1,36,thiomersal,Intramuscular,2-8°C,Current,30,NA,0.014700,0.014700,0.014700,0,0.000000,0.000000,0.000000,,NA,,2,$0.83,0.825
303,☆ TT-V-10-S2,Tetanus Toxoid - vial - 10 doses - [S2],260,Tetanus Toxoid,TT,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name BEtt.,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.029000,0.029000,0.195900,0,0.000000,0.000000,0.000000,,NA,,2,$1.06,0.106
309,☆ TT-V-20-S2,Tetanus Toxoid - vial - 20 doses - [S2],190,Tetanus Toxoid,TT,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name BEtt.,Liquid: ready to use,Vial,20,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.058000,0.058000,0.305600,0,0.000000,0.000000,0.000000,,NA,,2,#N/A,#N/A
299,☆ TT-V-10-S2,Tetanus Toxoid - vial - 10 doses - [S2],75,Tetanus Toxoid,TT,National Center of Infectious and Parasitic Diseases,Tetatox,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,14,28,0.037800,0.037800,0.037800,0,0.000000,0.000000,0.000000,,NA,,2,$0.83,0.083
305,☆ TT-V-20-S2,Tetanus Toxoid - vial - 20 doses - [S2],76,Tetanus Toxoid,TT,National Center of Infectious and Parasitic Diseases,Tetatox,Liquid: ready to use,Vial,20,36,thiomersal,Intramuscular,2-8°C,Current,14,28,0.037800,0.037800,0.037800,0,0.000000,0.000000,0.000000,,NA,,2,$1.06,0.053
296,☆ TT-U-1-S2,Tetanus Toxoid - uniject - 1 dose - [S2],16,Tetanus Toxoid,TT,PT Bio Farma (Persero),TT vaccine,Liquid: ready to use,Uniject,1,24,thiomersal,Intramuscular,2-8°C,Current,30,NA,0.012000,0.012000,0.012000,0,0.000000,0.000000,0.000000,,NA,,2,$0.83,0.825
298,☆ TT-V-10-S2,Tetanus Toxoid - vial - 10 doses - [S2],14,Tetanus Toxoid,TT,PT Bio Farma (Persero),TT vaccine,Liquid: ready to use,Vial,10,24,thiomersal,Intramuscular,2-8°C,Current,30,28,0.022200,0.022200,0.022200,0,0.000000,0.000000,0.000000,,NA,,2,$0.83,0.083
304,☆ TT-V-20-S2,Tetanus Toxoid - vial - 20 doses - [S2],15,Tetanus Toxoid,TT,PT Bio Farma (Persero),TT vaccine,Liquid: ready to use,Vial,20,24,thiomersal,Intramuscular,2-8°C,Current,30,28,0.015000,0.015000,0.015000,0,0.000000,0.000000,0.000000,,NA,,2,$1.06,0.053
300,☆ TT-V-10-S2,Tetanus Toxoid - vial - 10 doses - [S2],104,Tetanus Toxoid,TT,Sanofi Pasteur SA,TETAVAX,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,none,28,0.024600,0.024600,0.024600,0,0.000000,0.000000,0.000000,,NA,,2,$1.06,0.106
306,☆ TT-V-20-S2,Tetanus Toxoid - vial - 20 doses - [S2],105,Tetanus Toxoid,TT,Sanofi Pasteur SA,TETAVAX,Liquid: ready to use,Vial,20,36,thiomersal,Intramuscular,2-8°C,Current: No Routine Production,none,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,,NA,,2,,0
295,☆ TT-A-1-S2,Tetanus Toxoid - ampoule - 1 dose - [S2],134,Tetanus Toxoid,TT,Serum Institute of India Pvt. Ltd.,Tetanus Toxoid Vaccine Adsorbed,Liquid: ready to use,Ampoule,1,36,thiomersal,Intramuscular,2-8°C,Current,none,NA,0.012180,0.012180,0.065600,0,0.000000,0.000000,0.000000,,NA,,2,$0.83,0.825
301,☆ TT-V-10-S2,Tetanus Toxoid - vial - 10 doses - [S2],135,Tetanus Toxoid,TT,Serum Institute of India Pvt. Ltd.,Tetanus Toxoid Vaccine Adsorbed,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.021100,0.021100,0.098400,0,0.000000,0.000000,0.000000,,NA,,2,$1.06,0.106
307,☆ TT-V-20-S2,Tetanus Toxoid - vial - 20 doses - [S2],136,Tetanus Toxoid,TT,Serum Institute of India Pvt. Ltd.,Tetanus Toxoid Vaccine Adsorbed,Liquid: ready to use,Vial,20,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.042400,0.042400,0.196800,0,0.000000,0.000000,0.000000,,NA,,2,,0
302,☆ TT-V-10-S2,Tetanus Toxoid - vial - 10 doses - [S2],158,Tetanus Toxoid,TT,Shantha Biotechnics Private Limited (A Sanofi Company),ShanTT,Liquid: ready to use,Vial,10,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.043600,0.043600,0.043600,0,0.000000,0.000000,0.000000,,NA,,2,$1.06,0.106
308,☆ TT-V-20-S2,Tetanus Toxoid - vial - 20 doses - [S2],159,Tetanus Toxoid,TT,Shantha Biotechnics Private Limited (A Sanofi Company),ShanTT,Liquid: ready to use,Vial,20,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.052000,0.052000,0.052000,0,0.000000,0.000000,0.000000,,NA,,2,#N/A,#N/A
310,☆ VG-ANY-1-S?,Vaccine generic - any presentation - 1 dose - [S?],,Generic vaccine,VaccineGeneric,Generic,Generic,Liquid: ready to use,Any presentation,1,24,none,Intramuscular,2-8°C,EUL,30,NA,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,?,,0
312,☆ VG-ANY-2-S?,Vaccine generic - any presentation - 2 dose - [S?],,Generic vaccine,VaccineGeneric,Generic,Generic,Liquid: ready to use,Any presentation,2,24,none,Intramuscular,2-8°C,EUL,30,28,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,?,,0
314,☆ VG-ANY-4-S?,Vaccine generic - any presentation - 4 dose - [S?],,Generic vaccine,VaccineGeneric,Generic,Generic,Liquid: ready to use,Any presentation,4,24,none,Intramuscular,2-8°C,EUL,30,28,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,?,,0
315,☆ VG-ANY-5-S?,Vaccine generic - any presentation - 5 dose - [S?],,Generic vaccine,VaccineGeneric,Generic,Generic,Liquid: ready to use,Any presentation,5,24,none,Intramuscular,2-8°C,EUL,30,28,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,?,,0
316,☆ VG-ANY-6-S?,Vaccine generic - any presentation - 6 dose - [S?],,Generic vaccine,VaccineGeneric,Generic,Generic,Liquid: ready to use,Any presentation,6,24,none,Intramuscular,2-8°C,EUL,30,28,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,?,,0
311,☆ VG-ANY-10-S?,Vaccine generic - any presentation - 10 dose - [S?],,Generic vaccine,VaccineGeneric,Generic,Generic,Liquid: ready to use,Any presentation,10,24,none,Intramuscular,2-8°C,EUL,30,28,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,?,,0
313,☆ VG-ANY-20-S?,Vaccine generic - any presentation - 20 dose - [S?],,Generic vaccine,VaccineGeneric,Generic,Generic,Liquid: ready to use,Any presentation,20,24,none,Intramuscular,2-8°C,EUL,30,28,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,?,,0
317,☆ YF-2VSAE-50-S1,Yellow Fever - two vial set (active + excipient) - 50 doses - [S1],21,Yellow Fever,YF,Bio-Manguinhos/Fiocruz,Yellow Fever,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),50,24,none,Intramuscular or Subcutaneous,2-8°C,Current: No Routine Production,14,0,0.031500,0.031500,0.031500,0,0.000000,0.000000,0.000000,,NA,,1,$30.00,0.6
322,☆ YF-V+A-5-S1,Yellow Fever - vial + ampoule - 5 doses - [S1],19,Yellow Fever,YF,Bio-Manguinhos/Fiocruz,Yellow Fever,Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,5,36,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.031550,0.031550,0.031550,0,0.000000,0.000000,0.000000,,NA,,1,$4.85,0.97
321,☆ YF-V+A-10-S1,Yellow Fever - vial + ampoule - 10 doses - [S1],20,Yellow Fever,YF,Bio-Manguinhos/Fiocruz,Yellow Fever,Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,10,36,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.029600,0.029600,0.029600,0,0.000000,0.000000,0.000000,,NA,,1,$12.40,1.24
319,☆ YF-A-2-S1,Yellow Fever - ampoule - 2 doses - [S1],175,Yellow Fever,YF,Chumakov Federal Scientific Center for Reserch & Development of Immune-And Biological Products,none,Lyophilised active component to be reconstituted with excipient diluent before use,Ampoule,2,24,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.014400,0.014400,0.014400,No,0.000000,0.000000,0.000000,,2-8°C,,1,$11.67,5.835
320,☆ YF-A-5-S1,Yellow Fever - ampoule - 5 doses - [S1],176,Yellow Fever,YF,Chumakov Federal Scientific Center for Reserch & Development of Immune-And Biological Products,none,Lyophilised active component to be reconstituted with excipient diluent before use,Ampoule,5,24,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.029950,0.029950,0.030000,No,0.000000,0.000000,0.000000,,2-8°C,,1,$4.85,0.97
318,☆ YF-A-10-S1,Yellow Fever - ampoule - 10 doses - [S1],177,Yellow Fever,YF,Chumakov Federal Scientific Center for Reserch & Development of Immune-And Biological Products,none,Lyophilised active component to be reconstituted with excipient diluent before use,Ampoule,10,24,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.036100,0.036100,0.036000,No,0.000000,0.000000,0.000000,,2-8°C,,1,$12.40,1.24
326,☆ YF-V-5-S1,Yellow Fever - vial - 5 doses - [S1],64,Yellow Fever,YF,Institut Pasteur de Dakar,Stabilized Yellow Fever Vaccine,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,5,36,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.014000,0.014000,0.014000,0,0.000000,0.000000,0.000000,,NA,,1,$4.85,0.97
323,☆ YF-V-10-S1,Yellow Fever - vial - 10 doses - [S1],66,Yellow Fever,YF,Institut Pasteur de Dakar,Stabilized Yellow Fever Vaccine,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,10,36,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.014000,0.014000,0.014000,0,0.000000,0.000000,0.000000,,NA,,1,$12.40,1.24
325,☆ YF-V-20-S1,Yellow Fever - vial - 20 doses - [S1],65,Yellow Fever,YF,Institut Pasteur de Dakar,Stabilized Yellow Fever Vaccine,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,20,36,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.014000,0.014000,0.014000,0,0.000000,0.000000,0.000000,,NA,No,1,$30.00,1.5
324,☆ YF-V-10-S1,Yellow Fever - vial - 10 doses - [S1],112,Yellow Fever,YF,Sanofi Pasteur SA,STAMARIL,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,10,36,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.024400,0.024400,0.072000,No,0.048000,0.048000,0.000000,,2-8°C,,1,$12.40,1.24
